instance_name,source,family,n,symmetric,algorithm,seed,cost,best_known,rel_error_pct,time_s,completed,timed_out,route,extra
gen_sym_n15_03,generated,generated_complete,15,True,bruteforce,30645,358216,,,5.000021667103283,False,True,0 1 2 3 4 10 5 11 13 7 8 9 12 6 14,{'checked_permutations': 2489377}
gen_sym_n15_04,generated,generated_complete,15,True,bruteforce,30745,427934,,,5.00004308403004,False,True,0 1 2 3 4 8 7 11 14 9 6 10 5 12 13,{'checked_permutations': 2406697}
gen_sym_n15_05,generated,generated_complete,15,True,bruteforce,30845,470894,,,5.0000211669830605,False,True,0 1 2 3 4 8 14 7 12 9 13 5 11 10 6,{'checked_permutations': 2488122}
gen_sym_n15_06,generated,generated_complete,15,True,bruteforce,30945,331260,,,5.000021249987185,False,True,0 1 2 3 4 7 9 14 13 8 11 5 12 10 6,{'checked_permutations': 2487572}
gen_sym_n15_07,generated,generated_complete,15,True,bruteforce,31045,377273,,,5.0000200000358745,False,True,0 1 2 3 4 9 5 7 11 6 13 10 12 8 14,{'checked_permutations': 2468002}
gen_sym_n15_08,generated,generated_complete,15,True,bruteforce,31145,392043,,,5.000020792009309,False,True,0 1 2 3 4 7 13 6 12 14 8 5 11 10 9,{'checked_permutations': 2489942}
gen_sym_n15_09,generated,generated_complete,15,True,bruteforce,31245,287294,,,5.0000204999232665,False,True,0 1 2 3 4 9 10 7 8 5 12 6 14 13 11,{'checked_permutations': 2490158}
gen_asym_n15_00,generated,generated_complete,15,False,bruteforce,31345,259816,,,5.000037375022657,False,True,0 1 2 3 4 10 9 11 12 5 13 8 6 7 14,{'checked_permutations': 2484096}
gen_asym_n15_01,generated,generated_complete,15,False,bruteforce,31445,375481,,,5.0000214169267565,False,True,0 1 2 3 4 7 11 14 13 10 9 12 8 5 6,{'checked_permutations': 2490520}
gen_asym_n15_02,generated,generated_complete,15,False,bruteforce,31545,296252,,,5.000032499898225,False,True,0 1 2 3 4 8 7 13 10 11 12 5 14 9 6,{'checked_permutations': 2481201}
gen_asym_n15_03,generated,generated_complete,15,False,bruteforce,31645,443665,,,5.00000470795203,False,True,0 1 2 3 4 11 7 13 5 6 9 8 12 10 14,{'checked_permutations': 2341740}
gen_asym_n15_04,generated,generated_complete,15,False,bruteforce,31745,372797,,,5.000021958956495,False,True,0 1 2 3 4 9 7 13 6 8 10 5 14 12 11,{'checked_permutations': 2374836}
gen_asym_n15_05,generated,generated_complete,15,False,bruteforce,31845,249821,,,5.000002166023478,False,True,0 1 2 3 4 8 12 5 7 6 9 14 13 10 11,{'checked_permutations': 2489239}
gen_asym_n15_06,generated,generated_complete,15,False,bruteforce,31945,389442,,,5.000008124974556,False,True,0 1 2 3 4 5 12 8 10 7 13 11 9 6 14,{'checked_permutations': 2489923}
gen_asym_n15_07,generated,generated_complete,15,False,bruteforce,32045,238433,,,5.000016791047528,False,True,0 1 2 3 4 9 14 7 10 11 8 5 13 6 12,{'checked_permutations': 2486201}
gen_asym_n15_08,generated,generated_complete,15,False,bruteforce,32145,257619,,,5.000021917046979,False,True,0 1 2 3 4 8 5 9 11 7 6 10 12 13 14,{'checked_permutations': 2490303}
gen_asym_n15_09,generated,generated_complete,15,False,bruteforce,32245,295138,,,5.000000708037987,False,True,0 1 2 3 4 9 7 6 11 13 5 14 8 10 12,{'checked_permutations': 2467092}
